"advertiserId","programName","conversionRate","confirmationRate","approvalTime","epc","confirmationTime","joinDate","paymentStatus","adRank","feedEnabled","parentSectors","subSectors","clickMin","clickMax","leadMin","leadMax","saleMin","saleMax","salePercentageMin","salePercentageMax"
"17988","Hypotheek24 NL","0","0 / 0","0","0.00","0","2016-04-21 00:00:00",,"0","no","Finance & Insurance","Mortgages","","","","","49","49","0","0"
"17996","Syntrox DE","0","91.1 / 0","0","0.00","0","2016-05-30 00:00:00",,"0","yes","Retail & Shopping","Electronic Superstore","","","","","","","7","7"
"18016","Modyf DE - migrated","0","100 / 0","0","0.00","0","2016-08-24 00:00:00",,"0","yes","Retail & Shopping","Clothing","","","","","","","3","6"
"18017","BBF24 DE - migrated","0","84.5 / 0","0","0.00","0","2016-05-19 00:00:00",,"0","yes","Retail & Shopping","Clothing","","","","","","","6","12"
"18019","We-are.travel DE/AT - migrated","0","78.4 / 0","0","0.00","0","2016-08-25 00:00:00",,"0","yes","Travel","Travel Agencies","","","","","","","2","8"
"18020","ELV AT - migrated","0","0 / 0","0","0.00","0","2016-06-10 00:00:00",,"0","yes","Retail & Shopping","Electronic Superstore","","","","","","","3","5"
"18022","ELV CH - migrated","0","0 / 0","0","0.00","0","2016-06-10 00:00:00",,"0","yes","Retail & Shopping","Electronic Superstore","","","","","","","3","5"
"18029","VIP Pictures DE","0","0 / 0","0","0.00","0","2016-09-19 00:00:00",,"0","no","Retail & Shopping","Clothing|Clothing Accessories|Gadgets","","","","","","","5","5"
"17452","Brussels Airlines SE: Migrated 25/07/2017","0","0 / 0","0","0.00","0","2016-08-17 00:00:00",,"0","no","Travel","Airlines","","","","","5","5","1.5","1.5"
"17454","Brussels Airlines PL","0","100 / 0","0","0.00","351","2016-08-17 00:00:00",,"0","no","Travel","Airlines","","","","","5","5","1.5","1.5"
"17455","Brussels Airlines RU","0","0 / 0","0","0.00","454","2016-08-17 00:00:00",,"0","no","Travel","Airlines","","","","","5","5","1.5","1.5"
"17456","Brussels Airlines BE: Migrated 25/07/2017","0","0 / 0","0","0.00","0","2016-08-17 00:00:00",,"0","no","Travel","Airlines","","","","","5","5","1.5","1.5"
"17846","Tiqets FR","0","100 / 0","60","0.00","0","2016-05-19 00:00:00",,"0","no","Travel","Tourism & Attractions","","","","","","","6","6"
"17864","Brussels Airlines NO: Migrated 25/07/2017","0","0 / 0","0","0.00","0","2016-05-10 00:00:00",,"0","no","Travel","Airlines","","","","","5","5","1.5","1.5"
"17901","Emirates DK: Migrated 15/12/2017","0","100 / 0","0","0.00","430","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17902","Emirates ES: Migrated 15/12/2017","0","100 / 0","0","0.00","431","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17905","Emirates NL: Migrated 15/12/2017","0","100 / 0","0","0.00","430","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17908","Emirates BE: Migrated 15/12/2017","0","100 / 0","0","0.00","437","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17909","Emirates PT: Migrated 15/12/2017","0","100 / 0","0","0.00","457","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17911","Emirates NO: Migrated 15/12/2017","0","100 / 0","0","0.00","454","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17913","Emirates FI: Migrated 15/12/2017","0","0 / 0","0","0.00","0","2016-05-09 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"17955","Pull&Bear ES: Migrated 19/01/2018","0","100 / 0","0","0.00","390","2016-05-10 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories","","","","","","","3","7"
"18001","Emirates PL: Migrated 15/12/2017","0","100 / 0","0","0.00","446","2016-05-10 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"18002","Emirates RU: Migrated 15/12/2017","0","100 / 0","0","0.00","409","2016-05-10 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"18003","Emirates SE: Migrated 29/11/2017","0","100 / 0","0","0.00","447","2016-05-10 00:00:00",,"0","no","Travel","Airlines","","","","","","","1.3","2.5"
"18050","lootchest DE - migrated","0","100 / 0","0","0.00","125","2016-06-29 00:00:00",,"0","no","Retail & Shopping","Gadgets","","","","","3.35","3.35","0","0"
"18032","Envie de Fraise ES: migrated 25.09.2017","0","0 / 0","0","0.00","0","2016-06-06 00:00:00",,"0","yes","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Lingerie|Womenswear","","","","","","","7","7"
"18033","Envie de Fraise IT: migrated 25.09.2017","0","0 / 0","0","0.00","0","2016-06-06 00:00:00",,"0","yes","Retail & Shopping","Clothing|Baby & Toddler","","","","","","","7","10"
"18065","Gearbest IT: Migrated 11/01/2018","0","0 / 0","0","0.00","0","2016-08-09 00:00:00",,"0","yes","Retail & Shopping","Department Stores|Electronic Superstore","","","","","","","1","10"
"18066","Everbuying DE: Migrated 04/09/2017","0","0 / 0","0","0.00","0","2016-06-30 00:00:00",,"0","no","Retail & Shopping","Clothing|Computers|Electronic Accessories|Electronic Superstore|Gadgets|Menswear|PC & Video Games","","","","","","","1","8"
"19096","TUI Camper DE - migrated","0","0 / 0","0","0.00","0","2017-08-29 00:00:00",,"0","no","Travel","Car Rental|Lead Gen","","","","","","","3","3"
"18091","LTUR CH - migrated","0","100 / 0","0","0.00","0","2016-08-25 00:00:00",,"0","no","Travel","Travel Agencies","","","","","6.5","6.5","0.5","6"
"18093","LTUR AT - migrated","0","100 / 0","0","0.00","0","2016-08-24 00:00:00",,"0","no","Travel","Travel Agencies","","","","","6","6","0.5","6"
"18082","GANT NL","0","0 / 0","0","0.00","0","2016-05-17 00:00:00",,"0","no","Retail & Shopping","Clothing|Clothing Accessories|Menswear|Sportswear|Womenswear","0","0","0","0","0","0","0","0"
"18123","e-kolumbus DE - migrated","0","0 / 0","0","0.00","0","2016-11-18 00:00:00",,"0","no","Travel","Travel Agencies","","","","","","","4","5"
"18124","tourist-online.de DE - migrated","0","0 / 0","0","0.00","0","2017-06-13 00:00:00",,"0","no","Travel","Hotels & Accommodation","","","2","2","4","4","0","0"
"18856","Lampara ES: Migrated 24/01/2018","0","0 / 0","0","0.00","0","2016-11-29 00:00:00",,"0","yes","Retail & Shopping","Home & Garden","","","","","","","5","8"
"18148","NORMA Reisen DE","0.2","100 / 0","90","0.06","128","2017-03-29 00:00:00",,"0","no","Travel","Travel Agencies","","","","","","","4","5"
"18157","Biomenta DE - migrated","0","100 / 0","60","0.00","60","2016-09-14 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","15","15"
"18160","SEETOURS - migrated","0","0 / 0","0","0.00","0","2016-09-22 00:00:00",,"0","no","Travel","Cruises/Ferries","","","","","","","6","6"
"18117","Look Fantastic PT: Migrated 17/10/2017","0","0 / 0","0","0.00","0","2016-07-06 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","8","25","2","12"
"17338","La Redoute DE AT: Migrated 02/11/2017","0","0 / 0","0","0.00","0","2017-05-15 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Furniture & Soft Furnishings|Home & Garden|Menswear|Shoes|Womenswear","","","","","","","5","9"
"19720","Duloren BR","0","0 / 0","0","0.00","0","2019-02-21 00:00:00",,"0","no","Retail & Shopping","Lingerie","","","","","","","7.7","7.7"
"18216","Marley Spoon AT - migrated","0","0 / 0","0","0.00","0","2016-08-01 00:00:00",,"0","no","Retail & Shopping","Department Stores","","","","","15","15","0","0"
"18222","Lava DE - migrated","0","99.1 / 0","0","0.00","0","2016-10-21 00:00:00",,"0","yes","Retail & Shopping","Gadgets","","","","","","","4","4"
"18244","Venize DE - migrated","0","87 / 0","60","0.00","96","2016-08-09 00:00:00",,"0","yes","Retail & Shopping","Erotic","","","","","","","20","20"
"18191","Suop ES","0","0 / 0","0","0.00","0","2016-06-13 00:00:00",,"0","no","Telco's & Services","Mobile Contract","","","0.19","0.19","5.5","10","0","0"
"18085","Bulk Powders ES","0","0 / 0","0","0.00","0","2016-08-15 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","6","15"
"18267","the roomers CH","0","0 / 0","0","0.00","0","2016-08-22 00:00:00",,"0","yes","Retail & Shopping","Home & Garden","","","","","","","15","15"
"18648","Converse ES","0","46.1 / 0","0","0.00","0","2016-10-24 00:00:00",,"0","yes","Retail & Shopping","Shoes","","","","","","","7","7"
"18284","JimDrive DE - migrated","0","100 / 0","0","0.00","0","2016-08-18 00:00:00",,"0","no","Telco's & Services","","","","","","8","20","0","0"
"18298","American Express DE - migrated","0","86 / 0","0","0.00","0","2017-05-22 00:00:00",,"0","no","Finance & Insurance","Credit Cards","","","","","10","200","0","0"
"18252","WEIMEI MOBILE ES - Closed 04/05/2018","0","0 / 0","0","0.00","0","2016-07-26 00:00:00",,"0","no","Retail & Shopping","Electronic Superstore","","","","","","","4","6"
"18325","HNF DE","0","100 / 0","0","0.07","0","2016-10-31 00:00:00",,"0","no","Retail & Shopping","Sports Equipment","0","0","0","0","0","0","0","0"
"18331","pneus FR","0","100 / 100","0","0.00","0","2016-11-21 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","0.12","0.12","","","4","4"
"18332","Sage DE - migrated","0","100 / 93.3","0","0.00","135","2016-08-26 00:00:00",,"0","yes","Telco's & Services","Business Services (B2B)","","","","10","","","35","35"
"18338","Guider CH","0","0 / 0","0","0.00","0","2016-07-08 00:00:00",,"0","no","Telco's & Services","Utilities","","","","","3","25","0","0"
"18343","Beko Käuferportal DE - migrated","0","0 / 100","0","0.00","0","2016-07-11 00:00:00",,"0","no","Telco's & Services","Lead Gen","","","10","35","","","0","0"
"18344","Estee Lauder DE - migrated","0","100 / 0","0","0.00","0","2016-09-08 00:00:00",,"0","no","Retail & Shopping","Health & Beauty","","","","","","","6","10"
"18364","VINATIS DE - migrated","0","0 / 0","0","0.00","0","2016-08-25 00:00:00",,"0","yes","Retail & Shopping","Wine Spirits & Tobacco","","","","","","","6","8"
"18445","Momondo RO: Closed 18.06.2018","0","100 / 0","0","0.00","0","2016-08-08 00:00:00",,"0","no","Travel","Airlines","","","","","","","65","65"
"18312","myLoc DE","0","87.8 / 0","34","0.35","34","2016-09-06 00:00:00",,"0","no","Telco's & Services","Web Hosting","","","","","","","40","40"
"18113","Under Armour DK","0","0 / 0","0","0.00","0","2016-07-21 00:00:00",,"0","yes","Retail & Shopping","Sportswear","","","","","","","8","8"
"18114","Under Armour SE","0","0 / 0","0","0.00","0","2016-07-21 00:00:00",,"0","yes","Retail & Shopping","Sportswear","","","","","","","8","8"
"18201","Woolovers AU: Migrated 07/02/2018","0","0 / 0","0","0.00","0","2016-07-25 00:00:00",,"0","no","Retail & Shopping","Clothing|Clothing Accessories","0","0","0","0","0","0","0","0"
"18381","Learnity DE","0","0 / 100","0","0.00","0","2016-10-24 00:00:00",,"0","no","Telco's & Services","Education Training & Recruitment","0","0","0","0","0","0","0","0"
"18391","Pixartprinting SE: Migrated 07/02/2018","0","0 / 0","0","0.00","0","2016-07-21 00:00:00",,"0","no","Retail & Shopping","DIY|Gadgets|Photography|Photos & Print Services","","","","","2","10","0","0"
"18397","DHL Envoi FR","0","0 / 0","0","0.00","0","2016-07-28 00:00:00",,"0","no","Travel","","0","0","0","0","0","0","0","0"
"18402","Bobbi Brown DE - migrated","0","100 / 0","0","0.00","0","2016-09-08 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","6","10"
"18403","Kapten & Son DE - migrated","0","0 / 0","0","0.00","0","2016-11-03 00:00:00",,"0","yes","Retail & Shopping","Clothing Accessories","0","0","0","0","0","0","0","0"
"18125","Litex Shop NL","0","0 / 0","0","0.00","0","2016-05-25 00:00:00",,"0","no","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Menswear|Shoes|Sports Equipment|Sportswear|Womenswear","0.1","0.3","","","","","10","12"
"18321","MyProtein BE: Migrated 11/10/2017","0","0 / 0","0","0.00","0","2016-08-15 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty|Sports Equipment|Sportswear","","","","","","","8","8"
"18422","AdmiralDirekt DE - migrated","0","87.4 / 0","0","0.00","0","2016-10-06 00:00:00",,"0","no","Finance & Insurance","Insurance","","","","","40","40","0","0"
"18433","Auspuffanlage DE","0","84.2 / 0","0","0.00","0","2016-09-09 00:00:00",,"0","yes","Retail & Shopping","Automotive","","","","","","","7","7"
"18434","watado DE - migrated","0","100 / 0","0","0.00","0","2017-03-14 00:00:00",,"0","yes","Travel","Tourism & Attractions","","","","","","","9","9"
"18435","LAPEYRE FR","0","0 / 0","0","0.00","0","2016-10-26 00:00:00",,"0","no","Retail & Shopping","Clothing|FMCG|Furniture & Soft Furnishings","0","0","0","0","0","0","0","0"
"17166","Urban Decay ES","0","0.8 / 0","0","0.00","0","2016-10-11 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","5","13"
"18412","Onskefoto SE: migrated 03.10.2017","0","0 / 0","0","0.00","0","2016-07-27 00:00:00",,"0","no","Retail & Shopping","Photography|Photos & Print Services","","","","","","","5","5"
"18413","Fotoknudsen NO: migrated 03.10.2017","0","0 / 0","0","0.00","0","2016-07-27 00:00:00",,"0","no","Retail & Shopping","Photography|Photos & Print Services","","","","","","","5","5"
"18224","Mio Skincare DE: Migrated 19/10/2017","0","0 / 0","0","0.00","0","2016-06-23 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","8","8"
"17412","Shopty IT","0","0 / 0","0","0.00","0","2016-09-12 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","6.2","6.2"
"17413","Shopty PT","0","0 / 0","0","0.00","0","2016-09-12 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","6.2","6.2"
"17414","Shopty ES","0","0 / 0","0","0.00","0","2016-09-12 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","6.2","6.2"
"17416","Shopty FR","0","0 / 0","60","0.00","60","2016-09-12 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","6.2","6.2"
"18339","MyProtein CH: Migrated 11/10/2017","0","0 / 0","0","0.00","0","2016-08-17 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty|Sports Equipment|Sportswear","","","","","","","6","12"
"17682","Viator_Uma Empresa TripAdvisor BR","0.6","99.3 / 0","88","0.09","186","2016-08-22 00:00:00",,"0","yes","Travel","Tourism & Attractions","","","","","","","4","6"
"18238","AppartCity FR","0","0 / 0","0","0.00","0","2016-08-09 00:00:00",,"0","no","Travel","Hotels & Accommodation|Local Holidays|Tourism & Attractions","","","","","10","10","0","0"
"18409","Subasta de Ocio ES","0","100 / 0","0","0.00","0","2016-08-11 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","0.35","1.05","","","0.2","9.7"
"18457","Nutritienda PT","0","0 / 0","0","0.00","835","2016-10-10 00:00:00",,"0","no","Retail & Shopping","Health & Beauty","","","","","","","4.6","6.2"
"17685","Viator DACH","0","100 / 0","0","0.00","0","2016-08-22 00:00:00",,"0","no","Travel","Tourism & Attractions","","","","","","","4","4"
"18470","Umzugspreisvergleich DE - migrated","0","0 / 0","0","0.00","0","2016-10-10 00:00:00",,"0","no","Finance & Insurance","Property","","","9","9","","","0","0"
"18366","Nisbets DE: Migrated 03/08/2017","0","0 / 0","0","0.00","0","2016-09-28 00:00:00",,"0","yes","Retail & Shopping","White Goods","","","","","","","6","6"
"18367","Nisbets NL: Migrated 03/08/2017","0","0 / 0","0","0.00","0","2016-09-28 00:00:00",,"0","no","Retail & Shopping","White Goods","","","","","","","6","6"
"18368","Nisbets FR: Migrated","0","0 / 0","0","0.00","0","2016-09-28 00:00:00",,"0","yes","Retail & Shopping","White Goods","","","","","","","6","6"
"18369","Nisbets BE: Migrated 03/08/2017","0","100 / 0","0","0.00","0","2016-09-28 00:00:00",,"0","yes","Retail & Shopping","White Goods","","","","","","","6","6"
"18378","JOSH V DE: Migrated 01/09/2017","0","0 / 0","0","0.00","0","2016-10-11 00:00:00",,"0","yes","Retail & Shopping","Clothing","","","","","","","6","6"
"18379","JOSH V NL: Migrated 01/09/2017","0","0 / 0","0","0.00","0","2016-10-11 00:00:00",,"0","yes","Retail & Shopping","Clothing","","","","","","","8","8"
"18478","Mio Skincare ES: Migrated 19/10/2017","0","0 / 0","0","0.00","0","2016-08-23 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","8","8"
"18482","Mass SE: MIgrated 17/10/2017","0","0 / 0","0","0.00","0","2016-08-29 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty|Sports Equipment","","","","","","","10","10"
"18504","Qi-2 DE - migrated","0","100 / 0","0","0.00","0","2016-10-18 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","6","10"
"18484","Zapals FR","0","0 / 0","0","0.00","0","2016-09-20 00:00:00",,"0","yes","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Computers|Electronic Accessories|Electronic Superstore|Gadgets|Health & Beauty|Jewellery|Lingerie|Menswear|Shoes|Sports Equipment|Sportswear|Toys & Games|Womenswear|Baby & Toddler","","","","","","","6","10"
"18505","Tirendo ES: Migrated 03/11/2017","0","0 / 0","0","0.00","0","2016-09-16 00:00:00",,"0","yes","Retail & Shopping","Automotive","","","","","","","2","4"
"18508","Zaful DE: Migrated 11/01/2018","0","0 / 0","0","0.00","0","2016-09-29 00:00:00",,"0","yes","Retail & Shopping","Childrenswear|Clothing|Clothing Accessories|Electronic Accessories|Gadgets|Health & Beauty|Menswear|Sportswear|Womenswear","","","","","","","8","12"
"18524","PaulCamper DE - migrated","0","0 / 0","0","0.00","0","2017-03-30 00:00:00",,"0","no","Travel","Car Rental|Lead Gen","","","5","35","","","0","0"
"18192","Michael Kors CH: Migrated 09/11/2017","0","0 / 0","0","0.00","0","2016-06-13 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Womenswear","","","","","","","3","6"
"18525","Academic Work DE - migrated","0","0 / 0","0","0.00","0","2017-05-08 00:00:00",,"0","no","Telco's & Services","Education Training & Recruitment","","","13","13","350","350","0","0"
"18527","BullGuard DE - migrated","0","0 / 0","0","0.00","0","2016-10-27 00:00:00",,"0","no","Telco's & Services","Software Downloads","","","","","","","35","50"
"18529","Razer DE - migrated","0","99.9 / 0","0","0.00","0","2017-03-23 00:00:00",,"0","no","Retail & Shopping","Electronic Accessories","","","","","2","10","0.2","20"
"18580","Supermercato24 IT","0","0 / 0","0","0.00","0","2016-12-06 00:00:00",,"0","no","Retail & Shopping","FMCG","","","1","1","14","14","0","0"
"18140","GIGLIO IT: Migrated 15/02/2018","0","0 / 0","0","0.00","0","2016-09-19 00:00:00",,"0","yes","Retail & Shopping","Clothing","","","","","","","7","10"
"18692","Idealo ES: Migrated 08/11/2017","0","0 / 0","0","0.00","0","2017-02-27 00:00:00",,"0","yes","Retail & Shopping","","","","","","0.06","0.06","0","0"
"18533","123 Pecas Auto PT: Migrated 20/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18534","Autoonderdelen Direct BE: Migrated 20/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","no","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18535","123bildelar SE: Migrated 20/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18536","Pieces Auto 24 BE: Migrated 21/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18537","12 Bildeler NO: Migrated 20/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18539","Auton Varosat 24 FI: Migrated 21/12/2017","0","0 / 0","0","0.00","0","2017-01-23 00:00:00",,"0","yes","Retail & Shopping","Lead Gen","","","","","","","5","5"
"18393","Binck FR","0","0 / 0","0","0.00","0","2016-09-08 00:00:00",,"0","no","Finance & Insurance","","","","15","15","","","0","0"
"18489","Quelle Energie FR","0","0 / 0","0","0.00","0","2016-09-09 00:00:00",,"0","no","Telco's & Services","Utilities","","","14","14","","","0","0"
"16301","Expedia.ch: Migrated 10/10/2017","0","99.9 / 0","0","0.00","0","2017-07-10 00:00:00",,"0","no","Travel","Airlines|Airport Parking & Transfers|Car Rental|Coaches|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Trains|Travel Agencies","","","","","","","1.5","6"
"18572","Motea DE - migrated","0","91.9 / 0","0","0.00","92","2016-11-23 00:00:00",,"0","yes","Retail & Shopping","Automotive","","","","","","","5","5"
"17536","Missguided DE: Migrated 01/12/2017","0","100 / 0","0","0.00","0","2016-11-08 00:00:00",,"0","yes","Retail & Shopping","Womenswear","","","","","","","5","5"
"18438","ShopWKI IT","0","35 / 0","0","0.00","0","2017-05-04 00:00:00",,"0","no","Retail & Shopping","Books & Subscriptions","","","","","","","20","23.1"
"18590","Apollon Hochschule DE - migrated","0","0 / 100","0","0.00","0","2017-07-10 00:00:00",,"0","no","Telco's & Services","Education Training & Recruitment","","","5","5","100","100","0","0"
"18546","JD Sports SE: Migrated 04/09/2017","0","0 / 0","0","0.00","0","2016-09-21 00:00:00",,"0","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","7","7"
"18545","JD Sports BE: Migrated 04/09/2017","0","0 / 0","0","0.00","0","2017-01-05 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Shoes|Sports Equipment|Sportswear","","","","","","","6","6"
"18547","JD Sports DK: Migrated 04/09/2017","0","0 / 0","0","0.00","0","2016-09-06 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Shoes|Sports Equipment|Sportswear","","","","","","","7","7"
"18299","Lilysilk IT: Migrated 04/09/2017","0","0 / 0","0","0.00","0","2016-09-26 00:00:00",,"0","yes","Retail & Shopping","Furniture & Soft Furnishings|Home & Garden","","","","","","","5","5"
"18607","Zalando Privé IT","0","99.9 / 92.1","0","0.00","0","2016-11-03 00:00:00",,"0","no","Retail & Shopping","Clothing","","","","1.5","","","4","12"
"18622","seeberger DE - migrated","0","0 / 0","0","0.00","0","2017-05-03 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","5","5"
"18635","SeguroMovil ES Migrated 21/06/2018","0","0 / 0","0","0.00","0","2016-10-24 00:00:00",,"0","no","Finance & Insurance","Insurance","","","","","20","25","0","0"
"18616","Missguided ES: Migrated 01/12/2017","0","0 / 0","0","0.00","0","2016-10-03 00:00:00",,"0","yes","Retail & Shopping","Clothing|Womenswear","","","","","","","8","8"
"18663","Flinders DE - migrated","0","0 / 0","0","0.00","0","2016-11-14 00:00:00",,"0","no","Retail & Shopping","Furniture & Soft Furnishings","","","","","","","9","9"
"18672","Game Looting DE - migrated","0","99.4 / 0","0","0.00","81","2016-11-11 00:00:00",,"0","no","Telco's & Services","Online Gaming","","","","","","","5","5"
"18193","Michael Kors DE: Migrated 09/11/2017","0","0 / 0","0","0.00","0","2016-10-17 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Jewellery|Womenswear","","","","","","","3","15"
"18644","Style-home DE - migrated","0","100 / 0","0","0.00","0","2016-11-17 00:00:00",,"0","no","Retail & Shopping","Furniture & Soft Furnishings","","","","","","","8","8"
"18651","Converse IT","0","100 / 0","0","0.00","0","2016-10-24 00:00:00",,"0","yes","Retail & Shopping","Shoes","","","","","","","7","7"
"18657","autosen DE - migrated","0","100 / 0","0","0.00","0","2017-01-30 00:00:00",,"0","no","Retail & Shopping","Electronic Accessories","","","5","8.5","","","6.5","12.5"
"18696","Converse NL","0","0 / 0","0","0.00","0","2016-10-24 00:00:00",,"0","no","Retail & Shopping","Shoes","","","","","","","7","7"
"18636","Lola Market ES","0","100 / 0","0","0.00","0","2016-10-19 00:00:00",,"0","no","Retail & Shopping","Wine Spirits & Tobacco","","","","","","","2","15"
"18195","Michael Kors ES: Migrated 09/11/2017","0","0 / 0","0","0.00","0","2016-06-13 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Womenswear","","","","","","","3","15"
"18196","Michael Kors IT: Migrated 09/11/2017","0","0 / 0","0","0.00","0","2016-06-13 00:00:00",,"0","yes","Retail & Shopping","Clothing|Clothing Accessories|Womenswear","","","","","","","3","15"
"18553","AllBeauty.com AU","0","0 / 0","0","0.00","0","2016-10-26 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","6.5","6.5"
"18324","NMBS Europe BE","0","0 / 0","0","0.00","0","2016-07-06 00:00:00",,"0","no","Travel","Tourism & Attractions|Trains","","","","","","","0.8","3"
"18738","SizeOfficial DE: Migrated 06/09/2017","0","100 / 0","0","0.00","0","2017-05-24 00:00:00",,"0","yes","Retail & Shopping","Clothing Accessories|Shoes|Sportswear","","","","","","","2","7"
"18799","Mydisplays DE/AT - migrated","0","75.7 / 0","60","0.00","0","2017-02-08 00:00:00",,"0","no","Retail & Shopping","Photos & Print Services","","","","","","","2","5"
"18760","Kletterbude DE - migrated","0","57.1 / 0","60","0.00","0","2017-02-06 00:00:00",,"0","yes","Retail & Shopping","Sports Equipment|Sportswear","","","","","","","3","7"
"18655","BudgetAir ES: Migrated 29/01/2018","0","0 / 0","0","0.00","0","2016-12-06 00:00:00",,"0","no","Travel","Airlines","","","","","5","9","0","0"
"18774","Masters DE - migrated","0","92.5 / 0","0","0.00","0","2016-11-22 00:00:00",,"0","yes","Retail & Shopping","Electronic Accessories|Electronic Superstore","","","","","","","1.5","4"
"18640","Mister Spex ES - migrated","0","0 / 0","0","0.00","0","2016-11-18 00:00:00",,"0","yes","Retail & Shopping","","","","","","","","10","15"
"18803","VegaooParty IT","0","0 / 0","0","0.00","0","2016-12-01 00:00:00",,"0","yes","Retail & Shopping","DIY|Furniture & Soft Furnishings|Home & Garden","","","","","","","8","8"
"18818","Body & Fit DE - migrated","0","0 / 0","0","0.00","0","2017-02-27 00:00:00",,"0","yes","Retail & Shopping","Health & Beauty","","","","","","","8","10"
"18793","HELBRECHT optics DE - migrated","0","100 / 0","0","0.00","0","2017-01-16 00:00:00",,"0","yes","Retail & Shopping","Clothing Accessories","","","","","","","20","20"
"18823","Ondis24 DE - migrated","0","97.4 / 0","0","0.00","0","2017-03-13 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","4","9"
"18837","Mahnbescheide DE - migrated","0","0 / 0","0","0.00","0","2017-01-30 00:00:00",,"0","no","Finance & Insurance","Lead Gen","","","15","15","","","0","0"
"18838","PNO inkasso DE - migrated","0","0 / 0","0","0.00","0","2017-01-30 00:00:00",,"0","no","Finance & Insurance","Lead Gen","","","25","25","","","0","0"
"18842","mein Kalender DE - migrated","0","100 / 0","0","0.00","0","2017-01-09 00:00:00",,"0","yes","Retail & Shopping","Photos & Print Services","0.03","0.03","","","","","10","10"
"18795","Kleinmetall DE - migrated","0","100 / 0","0","0.00","0","2017-01-02 00:00:00",,"0","no","Retail & Shopping","Home & Garden","","","","","","","7","7"
"18849","WINGO CH - migrated","0","87.1 / 0","0","0.00","276","2017-02-03 00:00:00",,"0","no","Telco's & Services","Mobile Contract","","","","","30","75","0","0"
"18839","schenkYOU DE - migrated","0","100 / 0","60","0.00","60","2017-01-30 00:00:00",,"0","yes","Retail & Shopping","Photos & Print Services","","0.3","","","","","0","15"
