Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
Clarks NL: Migrated 26/01/2018,http://www.clarks.nl,Retail & Shopping,Shopping/Clothing,173152,Netherlands - 83.12,Belgium - 13.00,Poland - 0.96,Kenya - 0.63,Portugal - 0.58,355026,8421,4365
Allyouneed Fresh - migrated 16.04.2018,http://www.allyouneedfresh.de,Retail & Shopping,Food_and_Drink/Food_and_Grocery_Retailers,385506,Germany - 93.19,Austria - 0.83,Spain - 0.77,France - 0.68,Romania - 0.67,187384,9269,227
McJeans - migrated,http://www.mcjeans.ch,Retail & Shopping,Shopping/Clothing,32110,Switzerland - 37.85,Netherlands - 13.46,Bosnia - 11.23,Canada - 7.37,United Kingdom - 6.62,1320699,28854,13201
Computeruniverse DE - migrated,http://www.computeruniverse.net,Retail & Shopping,Shopping/Consumer_Electronics,3316779,Germany - 44.29,Russian Federation - 17.53,China - 4.75,Cyprus - 3.12,Slovenia - 2.09,29299,2594,250
Wiggle DK: Migrated 19/10/2017,http://www.wiggle.dk,Retail & Shopping,Business_and_Industry,155842,Denmark - 97.67,United Kingdom - 0.80,United States - 0.66,Switzerland - 0.42,Sweden - 0.37,451817,3140,44907
SEA LIFE DE - migrated,http://www.sealife.de,Travel,Shopping,17114,Germany - 78.73,Switzerland - 21.27,,,,2869225,517013,192953
verkaufen CH - migrated,http://www.verkaufen.ch,"Telco's & Services",Shopping/Consumer_Electronics,97839,Switzerland - 86.12,20 - 5.74,Russian Federation - 4.58,Liechtenstein - 1.56,Germany - 1.40,589390,6148,3764
Kiko ES,http://www.kiko.es,Retail & Shopping,,,,,,,,,,
Olivenoel DE,http://www.olivenoel.com,Retail & Shopping,Food_and_Drink/Food_and_Grocery_Retailers,325,Germany - 100.00,,,,,30231462,3414116,32289
Friesland Porzellan DE - migrated,http://www.frieslandversand.de,Retail & Shopping,Shopping/Home_and_Garden,49898,Germany - 85.57,United Kingdom - 4.40,Switzerland - 4.14,Czech Republic - 3.10,United States - 2.51,1179796,94494,6017
friendsurance DE - migrated,https://www.friendsurance.de,Finance & Insurance,Sports/Cycling_and_Biking,255168,Germany - 96.59,France - 0.75,Norway - 0.71,United Kingdom - 0.58,United States - 0.55,300081,15290,270
Checkdiedeal NL-BE,http://www.checkdiedeal.nl,Retail & Shopping,Shopping/Coupons,132094,Netherlands - 77.71,Belgium - 19.76,United Kingdom - 0.91,Spain - 0.86,United States - 0.75,595479,15311,700
Axel Springer CH,http://www.axelspringer.ch,Retail & Shopping,,,,,,,,,,
Equiva DE - migrated,http://www.equiva.com,Retail & Shopping,Pets_and_Animals/Horses,210370,Germany - 86.01,Austria - 8.10,Netherlands - 1.88,Switzerland - 1.29,Belgium - 0.88,309148,17934,76
Kijkshop NL - migrated,http://www.kijkshop.nl,Retail & Shopping,Shopping/General_Merchandise,27191,Netherlands - 49.50,Belgium - 8.81,Chile - 7.05,United States - 5.53,Brazil - 4.55,2071927,83674,864
shop24direct DE - migrated,http://www.shop24direct.de,Retail & Shopping,Shopping/Music,595396,Turkey - 80.14,Germany - 18.90,Netherlands - 0.16,Switzerland - 0.15,Sweden - 0.13,92400,2803,52
thejewellershop.com DE - migrated,http://www.thejewellershop.com,Retail & Shopping,Shopping/Jewelry,456623,Germany - 93.28,Switzerland - 1.72,Austria - 1.66,Netherlands - 1.09,Hungary - 0.45,208984,10787,382
apo-discounter DE - migrated,http://www.apodiscounter.de,Retail & Shopping,Health/Products_and_Shopping,2559287,Germany - 96.47,Switzerland - 1.47,Austria - 0.26,France - 0.20,Spain - 0.19,34286,1568,43
Mio Skincare FR: Migrated 19/10/2017,http://www.mioskincare.fr,Retail & Shopping,Unknown,2124,France - 68.19,Indonesia - 21.71,450 - 10.11,,,7959438,487921,
Vinogusta DE,http://www.vinogusta.com,Retail & Shopping,,,,,,,,,,
Malervergleich DE - migrated,http://www.malervergleich.de,Finance & Insurance,Business_and_Industry,7579,Germany - 100.00,,,,,6208746,415992,958098
Conleys DE - migrated,http://www.conleys.de,Retail & Shopping,Shopping/Clothing,556362,Germany - 88.81,Russian Federation - 3.48,Switzerland - 1.55,Spain - 0.99,Austria - 0.82,122237,5530,1748
TALLY-WEiJL DE - migrated,http://www.tally-weijl.de,Retail & Shopping,Shopping/Clothing,1916,Switzerland - 56.14,Germany - 43.86,,,,11527930,823454,68502
Petit Bateau FR,http://www.petit-bateau.fr,Retail & Shopping,Shopping/Clothing,701665,France - 88.28,Switzerland - 1.60,Netherlands - 1.07,China - 1.05,United States - 0.91,122130,5143,1745
giesswein.com DE - migrated,http://www.giesswein.com,Retail & Shopping,Shopping/Clothing,698826,Germany - 49.86,France - 15.61,Austria - 10.63,United States - 8.83,United Kingdom - 4.86,206731,19565,2764
petspremium DE - migrated,http://www.petspremium.de,Retail & Shopping,Pets_and_Animals/Animal_Products_and_Service,245248,Germany - 93.75,Spain - 1.56,Austria - 1.33,Netherlands - 0.72,Switzerland - 0.72,300212,16716,226
ad4mat SE,http://se.ad4mat.info,Retail & Shopping,,,,,,,,,,
joop.com DE- migrated,http://www.joop.com,Retail & Shopping,Shopping/Clothing,229007,Germany - 54.15,Austria - 9.80,Poland - 8.10,United States - 4.86,Switzerland - 4.15,375828,28061,4561
Kiehls ES_migrated to Awin_program ID 11121 - http,http://www.kiehls.com,Retail & Shopping,Beauty_and_Fitness/Beauty,1892590,United States - 70.96,Viet Nam - 2.66,United Kingdom - 2.16,China - 1.91,Belgium - 1.07,55911,13172,57
Tassimo DE: Migrated 08/01/2018,http://www.tassimo.de,Retail & Shopping,Law_and_Government,259542,Germany - 97.82,France - 1.85,Ukraine - 0.33,,,642719,40581,9499
vorwerk DE,http://shop.vorwerk.de,Retail & Shopping,Shopping,7289,Germany - 51.39,United Kingdom - 48.61,,,,6986365,503535,408954
FC-Moto EU,http://www.fc-moto.de,Retail & Shopping,Autos_and_Vehicles/Motorcycles,8711261,Germany - 19.44,Russian Federation - 7.62,France - 7.12,Italy - 6.62,Poland - 6.14,12856,2206,7
Made In Design DE - migrated,http://www.madeindesign.de,Retail & Shopping,Shopping,163320,Germany - 85.48,Austria - 6.54,Switzerland - 4.18,Italy - 0.98,Luxembourg - 0.80,473629,29511,33387
phase-6 DE - migrated,http://www.phase-6.de,"Telco's & Services",Career_and_Education/Education,803474,Germany - 94.92,Switzerland - 3.24,Ukraine - 0.60,Austria - 0.25,United Kingdom - 0.21,87439,3818,2511
Phase-Eight EU,http://www.phase-eight-fashion.com,Retail & Shopping,Shopping/Clothing,0,,,,,,,,
ByHours ES Closed 26/05/2018,http://www.byhours.es,Travel,,,,,,,,,,
love2recycle CH,http://www.love2recycle.ch,Retail & Shopping,,,,,,,,,,
just4men DE - migrated,http://www.just4men.de,Retail & Shopping,Shopping/Clothing,215801,Germany - 89.58,Israel - 2.08,Austria - 1.79,Greece - 1.55,Netherlands - 1.06,307436,17336,3857
Gourmesso DE - migrated,http://www.gourmesso.com,Retail & Shopping,Food_and_Drink,42475,United States - 85.34,Spain - 2.47,Latvia - 2.07,Canada - 1.86,Netherlands - 1.72,1674874,392590,18622
Speed-buster DE_migrated 07.08.18,http://www.speed-buster.de,Retail & Shopping,Autos_and_Vehicles,3660,Germany - 100.00,,,,,8475548,733414,156479
Superdry NO,http://www.superdrystore.no,Retail & Shopping,Shopping/Clothing,40422,Norway - 86.22,Lithuania - 11.22,Denmark - 1.81,China - 0.75,,1467875,22437,14534
MerchandisingPlaza IT,http://www.merchandisingplaza.com,Retail & Shopping,Shopping/Jewelry,73265,Italy - 93.30,France - 1.95,Poland - 1.70,Spain - 1.50,Israel - 0.60,907492,25827,1726
zweitausendeins DE - migrated,http://www.zweitausendeins.de,Retail & Shopping,Shopping,191813,Germany - 83.24,Austria - 6.96,Finland - 2.52,Switzerland - 1.97,France - 0.95,357655,20536,25141
Superdry DK,http://www.superdry.dk,Retail & Shopping,Business_and_Industry,35260,Denmark - 75.41,Greenland - 23.86,India - 0.73,,,1292054,14390,156714
Lancaster FR,https://www.lancaster.com,Retail & Shopping,Business_and_Industry/Real_Estate,329277,France - 79.28,United States - 2.84,Taiwan - 2.22,Lithuania - 1.66,Italy - 1.54,279583,14334,1998
Giglio DE: Migrated 15/02/2018,http://www.giglio.com,Retail & Shopping,Shopping/Clothing,1149196,Italy - 41.17,United States - 6.64,Russian Federation - 6.41,Germany - 6.23,France - 4.58,88851,4109,1301
Superdry FI,http://www.superdry.fi,Retail & Shopping,Shopping/Clothing,36252,Finland - 97.51,Sweden - 1.71,Indonesia - 0.78,,,1385541,9540,13771
Superdry SE,http://www.superdrystore.se,Retail & Shopping,Shopping/Clothing,55276,Sweden - 93.19,Hungary - 2.45,Belgium - 1.96,India - 1.75,Hong Kong - 0.65,984992,15996,10150
strellson.com DE- migrated,http://strellson.com,Retail & Shopping,Shopping/Clothing,270061,Germany - 42.41,Viet Nam - 9.25,Switzerland - 9.08,Turkey - 9.08,Netherlands - 5.69,297731,28241,3763
windsor AT- migrated,http://windsor.de,Retail & Shopping,Shopping,92660,Germany - 71.78,Switzerland - 17.32,Austria - 6.70,Poland - 1.55,Spain - 0.88,668095,55741,46693
Probikekit JP: Migrated 05/02/2018,http://www.probikekit.jp,Retail & Shopping,Shopping/Sports,242380,Japan - 96.87,Taiwan - 2.28,China - 0.63,Hong Kong - 0.22,,363463,21993,1429
Unieuro IT,http://www.unieuro.it,Retail & Shopping,Shopping/Consumer_Electronics,14071765,Italy - 97.50,Germany - 0.31,Switzerland - 0.27,United Kingdom - 0.22,France - 0.18,7078,152,69
Probikekit AU: Migrated 05/02/2018,http://www.probikekit.com.au,Retail & Shopping,Shopping/Sports,234027,Australia - 77.99,Taiwan - 6.04,Turkey - 1.48,Hong Kong - 1.43,Ireland - 1.40,396023,13465,1547
Probikekit Scan: Migrated 05/02/2018,http://www.probikekit.co.uk,Retail & Shopping,Shopping/Sports,694489,United Kingdom - 38.36,Taiwan - 14.61,Poland - 4.38,Ireland - 3.43,France - 3.42,133172,17664,496
Zavvi DE: Migrated 19/10/2017,http://zavvi.de,Retail & Shopping,Arts_and_Entertainment/Movies,574171,Germany - 87.58,Austria - 6.11,Switzerland - 2.13,Mexico - 1.76,Norway - 0.53,170136,8374,1480
Probikekit NewZealand: Migrated 05/02/2018,http://www.probikekit.co.nz,Retail & Shopping,Shopping/Sports,61131,New Zealand - 89.19,Brazil - 5.98,United Kingdom - 2.45,United States - 1.23,United Arab Emirates - 0.99,959008,6084,3544
Studentenrabatt CH - migrated,http://www.studentenrabatt.ch,Retail & Shopping,Shopping/Consumer_Electronics,81003,Switzerland - 96.70,Germany - 1.71,United Kingdom - 0.91,Romania - 0.67,,537341,5054,3473
Sowaswillichauch DE,http://www.sowaswillichauch.de,Retail & Shopping,Shopping/Gifts,169582,Germany - 83.76,China - 7.33,Austria - 3.32,Switzerland - 3.18,Belgium - 1.06,562767,32248,212
ESL ES: migrated 12.09.2017,http://www.esl-idiomas.com,"Telco's & Services",Career_and_Education/Education,451743,Spain - 40.10,Mexico - 17.10,Colombia - 6.66,Brazil - 5.92,Peru - 4.21,157376,19247,4846
viagogo PL: Migrated 16/01/2018,http://www.viagogo.pl,"Telco's & Services",Arts_and_Entertainment/Music_and_Audio,1228456,Poland - 97.62,Germany - 0.68,France - 0.40,292 - 0.36,United Kingdom - 0.31,80602,1880,1237
koffer24 DE - migrated,http://www.koffer24.de,Retail & Shopping,Shopping,149242,Germany - 89.23,Switzerland - 3.92,Austria - 2.21,Slovakia - 1.25,France - 0.71,416397,24671,29335
Pathworks CH,http://www.pathworks.ch,Retail & Shopping,Business_and_Industry,2493,Switzerland - 33.05,France - 13.93,Belgium - 13.61,Spain - 11.17,Germany - 10.01,9950291,389295,1577250
Polo-motorrad DE-migrated,http://www.polo-motorrad.de,Retail & Shopping,Autos_and_Vehicles/Motorcycles,2368117,Germany - 91.21,Austria - 3.70,Switzerland - 2.14,France - 0.63,United Kingdom - 0.27,31169,1365,18
Living 24 DE - migrated,http://www.living24.de,Retail & Shopping,Shopping/Home_and_Garden,300912,Germany - 93.22,Austria - 2.36,Switzerland - 1.81,Netherlands - 0.95,Italy - 0.64,317484,18218,1380
click-licht DE,http://www.click-licht.de,Retail & Shopping,Shopping/Home_and_Garden,491985,Germany - 89.83,Austria - 2.61,Switzerland - 2.16,Greece - 1.87,Poland - 1.20,175110,8839,663
gameliebe.com DE - migrated,http://www.gameliebe.com,"Telco's & Services",Games/Video_Games,106700,Germany - 84.01,Austria - 7.18,Switzerland - 4.88,Spain - 0.77,Netherlands - 0.60,769871,49576,7198
moo.com DE: migrated 02.10.2017,http://moo.com,Retail & Shopping,Business_and_Industry/Publishing_and_Printing,3875212,United States - 49.40,United Kingdom - 14.27,Germany - 6.06,France - 5.88,Canada - 3.93,23519,8095,13
area2buy DE - migrated,http://www.area2buy.de,Retail & Shopping,Shopping/Clothing,30409,Germany - 99.42,Ukraine - 0.58,,,,1457083,88541,14432
rheinpower DE - migrated,http://www.rheinpower.de,"Telco's & Services",Business_and_Industry,163438,Germany - 99.17,Venezuela - 0.83,,,,458517,26347,45697
Babbel IT,http://it.babbel.com,"Telco's & Services",Unknown,509575,Italy - 80.75,Germany - 3.30,France - 2.95,Brazil - 2.92,United States - 1.33,,,
myFUJIFILM DE - migrated,http://www.fujidirekt.de,Retail & Shopping,,,,,,,,,,
Vivus ES,http://www.vivus.es,Finance & Insurance,"Finance/Credit,_Loans_and_Mortgages",969443,Spain - 59.61,Mexico - 9.77,Colombia - 7.79,Argentina - 4.64,Venezuela - 3.50,112009,2908,155
Babbel FR,http://fr.babbel.com,"Telco's & Services",Unknown,890991,France - 64.14,Belgium - 7.04,Canada - 4.93,Switzerland - 2.80,Spain - 2.72,,,
Europa-apotheek.com DE - migrated,http://www.europa-apotheek.com,Retail & Shopping,Health/Products_and_Shopping,1867934,Germany - 92.41,Switzerland - 1.65,Austria - 1.08,Netherlands - 0.54,United States - 0.42,55050,2378,83
ITS Coop Travel - migrated,http://www.itscoop.ch,Travel,Travel,174236,Switzerland - 97.67,Germany - 2.17,Russian Federation - 0.16,,,430896,3814,8716
Smallable FR: Migrated,https://fr.smallable.com,Retail & Shopping,Unknown,488353,France - 88.50,Switzerland - 3.18,Belgium - 2.01,Canada - 1.10,Mexico - 0.65,,,
Primefortune BE - migrated,http://www.primefortune.be,"Telco's & Services",Games,3924,Netherlands - 48.58,Belgium - 22.38,Germany - 15.39,Latvia - 13.65,,5910358,639059,48197
Smallable IT: Migrated 17/10/2017,https://it.smallable.com,Retail & Shopping,Unknown,74370,Italy - 91.22,Switzerland - 3.45,Spain - 2.50,South Africa - 1.47,Denmark - 1.37,,,
Smallable DE: Migrated 17/10/2017,https://de.smallable.com,Retail & Shopping,Unknown,93086,Germany - 86.44,Switzerland - 4.66,Austria - 4.10,Poland - 1.48,Spain - 1.02,,,
Flugladen.at - migrated,http://www.flugladen.at,Travel,Travel,263453,Austria - 70.41,Czech Republic - 9.01,United States - 5.20,Germany - 3.58,Netherlands - 2.03,314767,2542,6426
Smallable ES: Migrated 17/10/2017,https://es.smallable.com,Retail & Shopping,Unknown,75057,Spain - 50.94,Chile - 21.65,Mexico - 14.66,Argentina - 12.76,,,,
alternate DK - migrated,http://www.alternate.dk,Retail & Shopping,Arts_and_Entertainment,202755,Denmark - 93.06,France - 1.97,Greenland - 1.75,Germany - 0.95,Sweden - 0.68,371052,2522,27291
alternate ES - migrated,http://www.alternate.es,Retail & Shopping,Shopping/Consumer_Electronics,465717,Spain - 90.42,Argentina - 2.90,Romania - 0.89,Mexico - 0.83,Venezuela - 0.68,177646,4518,1236
Eltenedor ES,https://www.eltenedor.es,"Telco's & Services",Food_and_Drink/Restaurants_and_Delivery,3428286,Spain - 94.29,United Kingdom - 0.65,Venezuela - 0.58,France - 0.55,Colombia - 0.44,33440,696,111
alternate PL - migrated,http://www.alternate.pl,Retail & Shopping,Shopping/Consumer_Electronics,79627,Poland - 90.14,Germany - 3.37,Austria - 1.68,Hungary - 1.48,Turkey - 0.91,961517,29478,5847
alternate IT - migrated,http://www.alternate.it,Retail & Shopping,Shopping/Consumer_Electronics,236433,Italy - 96.19,Germany - 0.95,France - 0.49,Pakistan - 0.42,Switzerland - 0.41,358022,9982,2370
alternate AT - migrated,http://www.alternate.at,Retail & Shopping,Shopping/Consumer_Electronics,411369,Austria - 88.67,Germany - 6.00,Switzerland - 1.46,Slovenia - 0.51,Hungary - 0.43,203867,1255,1400
Tischwelt DE - migrated,http://www.tischwelt.de,Retail & Shopping,Shopping,230606,Germany - 90.27,Switzerland - 2.49,Austria - 1.85,Viet Nam - 1.25,France - 1.21,323704,18249,22727
alternate FR - migrated,http://www.alternate.fr,Retail & Shopping,Shopping,462910,France - 91.89,Belgium - 2.56,Switzerland - 1.26,Netherlands - 0.89,Viet Nam - 0.67,182354,7443,12789
Finanzchef24 DE - migrated,http://www.finanzchef24.de,Finance & Insurance,Food_and_Drink/Cooking_and_Recipes,225646,Germany - 94.98,Austria - 1.22,Belgium - 1.05,United Kingdom - 0.63,Turkey - 0.44,371496,20089,1422
Ray-Ban DE: Migrated 30/10/2017,http://remix.ray-ban.com,Retail & Shopping,,,,,,,,,,
Metlife BR,http://www.metlife.com.br,Finance & Insurance,Finance/Financial_Management,587257,Brazil - 97.26,United States - 2.40,Norway - 0.16,Australia - 0.12,Romania - 0.07,137328,6734,1047
LATAM Airlines ES,https://www.latam.com,Travel,Travel/Airlines_and_Airports,47718249,Brazil - 43.33,Chile - 20.66,Argentina - 12.11,Peru - 8.95,Colombia - 6.41,1789,215,6
Go4inkt NL,http://www.go4inkt.nl,Retail & Shopping,Computer_and_Electronics/Computer_Hardware,29791,Netherlands - 80.29,Belgium - 19.71,,,,2028178,60864,2436
planet-cards DE - migrated,http://www.planet-cards.de,Retail & Shopping,Internet_and_Telecom,252014,Germany - 95.84,Austria - 1.82,Switzerland - 1.13,Mexico - 0.50,Belgium - 0.35,271443,15271,15078
pfundskerl-xxl DE - migrated,http://www.pfundskerl-xxl.de,Retail & Shopping,Shopping/Clothing,264242,Germany - 94.39,Switzerland - 1.71,Austria - 1.30,Italy - 1.05,Bulgaria - 0.65,253293,13711,3279
Cofaro DE - migrated,http://www.onlinespuelenshop.de,Retail & Shopping,,,,,,,,,,
Rebelle DE - migrated,http://www.rebelle.com,Retail & Shopping,Shopping,1577891,Germany - 42.08,Netherlands - 13.25,Italy - 10.64,United Kingdom - 8.32,France - 5.16,51295,5345,3775
Ted Baker FR,http://www.tedbaker.com,Retail & Shopping,Shopping/Clothing,4404832,United Kingdom - 33.93,United States - 23.75,France - 3.93,Germany - 3.73,Canada - 3.65,24981,2253,363
jogging-point DE - migrated,http://www.jogging-point.de,Retail & Shopping,Shopping/Sports,222671,Germany - 93.78,Austria - 3.52,Slovakia - 0.78,Netherlands - 0.42,United States - 0.31,269474,14536,1060
tennis-point DE - migrated,http://www.tennis-point.de,Retail & Shopping,Shopping/Sports,1119785,Germany - 85.18,Austria - 3.56,Italy - 2.40,Switzerland - 1.68,Poland - 1.51,81749,4917,274
Sport-Thieme NL,http://www.sport-thieme.nl,Retail & Shopping,Sports,43544,Netherlands - 92.54,Belgium - 7.46,,,,1528373,48540,28323
egoist DE - migrated,http://www.egoist.de,Retail & Shopping,Business_and_Industry,66373,Germany - 87.52,Austria - 4.38,Poland - 2.25,Russian Federation - 1.47,United States - 1.32,837908,48524,93319
reifendiscount DE - migrated,http://www.reifendiscount.de,Retail & Shopping,Autos_and_Vehicles/Automotive_Industry,392804,Germany - 92.83,Austria - 3.64,Switzerland - 1.66,Denmark - 0.65,Netherlands - 0.46,176152,9484,427
Schecker NL,http://www.schecker.nl,Retail & Shopping,Business_and_Industry,39121,Netherlands - 91.93,Belgium - 4.21,Germany - 3.57,Russian Federation - 0.29,,1141700,29025,134635
All4Cycling IT,http://www.all4cycling.com,Retail & Shopping,Shopping/Sports,642278,Italy - 42.60,Germany - 8.39,Colombia - 5.69,Denmark - 5.62,France - 4.97,105754,5528,373
Marisa BR,http://www.marisa.com.br,Retail & Shopping,Shopping/Clothing,8886508,Brazil - 99.43,Portugal - 0.12,Korea Republic - 0.10,United States - 0.08,Argentina - 0.08,8906,486,118
bellybutton DE - migrated,http://www.bellybutton.de,Retail & Shopping,Shopping/Clothing,87326,Germany - 85.72,Austria - 5.13,Bulgaria - 4.22,Belgium - 2.23,United Kingdom - 1.86,714182,69182,7895
Impressionen AT - migrated,http://www.impressionen.at,Retail & Shopping,Shopping,214837,Austria - 94.03,Germany - 3.28,Bosnia - 2.69,,,422451,2698,29755
VALMANO DE/AT - migrated,http://www.valmano.de,Retail & Shopping,Shopping/Jewelry,486208,Germany - 89.57,Austria - 1.96,Switzerland - 1.72,Bulgaria - 1.14,United States - 0.94,223352,11826,416
Impressionen CH - migrated,http://www.impressionen.ch,Retail & Shopping,Shopping/Clothing,156408,Switzerland - 92.43,Germany - 4.62,Liechtenstein - 2.95,,,709385,7337,7845
Oopad DE,http://de.oopad.com,Retail & Shopping,,,,,,,,,,
Gsmwijzer NL- Migrated,http://www.gsmwijzer.nl,"Telco's & Services",Internet_and_Telecom/Telecommunications,78306,Netherlands - 90.96,Belgium - 4.89,Norway - 1.64,690 - 1.45,Albania - 0.61,567767,12769,3368
Conleys CH - migrated,http://www.conleys.ch,Retail & Shopping,Shopping/Clothing,32621,Switzerland - 87.82,Liechtenstein - 8.40,Germany - 3.78,,,1809938,27157,17396
Onlineversicherung DE - migrated,http://www.onlineversicherung.de,Finance & Insurance,Internet_and_Telecom/Telecommunications,19054,Germany - 97.36,Austria - 2.64,,,,2871646,188761,11994
Douglas NL - migrated,http://www.douglas.nl,Retail & Shopping,Health/Products_and_Shopping,2528944,Netherlands - 84.71,Belgium - 11.12,Poland - 0.85,Germany - 0.75,United Kingdom - 0.50,35481,442,45
pneudiscount CH - migrated,http://www.pneudiscount.ch,Retail & Shopping,Shopping,31888,Switzerland - 92.84,Austria - 2.73,Germany - 2.30,France - 1.90,Russian Federation - 0.24,1327384,17397,92055
Gewinnspiele der Proleagion GmbH DE,http://www.kuehne-loos.de,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,248,Germany - 100.00,,,,,23825550,2650759,511031
Interpolis NL - MIGRATED,http://www.interpolis.nl,Finance & Insurance,Finance/Financial_Management,409683,Netherlands - 95.36,Belgium - 2.36,Poland - 0.48,Spain - 0.47,France - 0.37,202887,3562,1462
CapTrader - migrated,http://www.captrader.com,Finance & Insurance,Finance/Investing,99862,Germany - 65.23,Austria - 10.93,Russian Federation - 5.42,Spain - 3.66,United Kingdom - 3.08,684566,52715,2115
mipow DE,http://www.mipow.de,Retail & Shopping,Shopping,2491,Germany - 75.84,Pakistan - 24.16,,,,10515243,1000981,567696
wikifolio.com DE - migrated,http://wikifolio.com,Finance & Insurance,Finance/Investing,1227342,Germany - 81.00,Austria - 12.03,Switzerland - 2.71,United Kingdom - 2.05,Thailand - 0.52,90276,4448,420
Deutschland wird fit,http://wirdfit.de,Retail & Shopping,Beauty_and_Fitness/Fitness,17016,Germany - 94.53,Australia - 5.47,,,,2331653,145043,1443
247parking NL,http://www.247parking.nl,Travel,Business_and_Industry/Transportation_and_Logistics,16938,Netherlands - 74.33,United Kingdom - 25.67,,,,3036773,126563,14162
Vexcash DE - migrated,http://www.vexcash.com,Finance & Insurance,Business_and_Industry/Marketing_and_Advertising,745627,Germany - 92.39,Austria - 2.34,Poland - 1.76,Switzerland - 0.81,Venezuela - 0.39,165518,8167,1110
Look Fantastic DACH: Migrated 17/10/2017,http://www.lookfantastic.de,Retail & Shopping,Beauty_and_Fitness/Beauty,646798,Germany - 91.92,Austria - 1.84,Russian Federation - 0.97,Switzerland - 0.75,United Kingdom - 0.52,126466,5752,125
swk-bank DE - migrated,http://kredit.swkbank.de,Finance & Insurance,,,,,,,,,,
Crumpler DE - migrated,http://www.crumpler.eu,Retail & Shopping,Shopping,96655,Germany - 28.07,Belgium - 18.18,United Kingdom - 14.60,Austria - 8.37,Netherlands - 4.63,533611,81580,37447
Mediherz DE - migrated,http://www.mediherz-shop.de,Retail & Shopping,Health/Products_and_Shopping,298574,Germany - 93.27,Portugal - 1.86,Austria - 1.41,Switzerland - 0.93,Bulgaria - 0.91,235021,11922,525
Look Fantastic FR: Migrated,http://www.lookfantastic.fr,Retail & Shopping,Beauty_and_Fitness/Beauty,939653,France - 84.42,Belgium - 7.08,Martinique - 2.00,Germany - 1.03,Switzerland - 1.00,89779,3889,90
Scotch&Soda DE,https://www.scotch-soda.com,Retail & Shopping,Shopping/Clothing,1542263,Netherlands - 20.33,United States - 17.65,Germany - 13.36,France - 11.05,Belgium - 6.09,52589,2286,751
The Hut DE: Migrated 18/10/2017,http://www.thehut.de,Retail & Shopping,Internet_and_Telecom/Domain_Names_and_Register,141397,Germany - 49.23,China - 11.55,France - 10.15,Austria - 7.52,Israel - 3.75,844166,82722,1405
Look Fantastic ES: Migrated 17/10/2017,http://www.lookfantastic.es,Retail & Shopping,Shopping,849156,Spain - 90.95,Portugal - 1.44,Argentina - 1.19,United Kingdom - 1.02,Mexico - 1.02,119508,3059,8413
Monuta DE - migrated,http://www.monuta.de,Finance & Insurance,Business_and_Industry,135294,Germany - 96.08,Austria - 2.22,Czech Republic - 0.99,Spain - 0.71,,630359,34172,66739
Look Fantastic International,http://www.lookfantastic.com,Retail & Shopping,Beauty_and_Fitness,7580154,United Kingdom - 43.69,United States - 7.76,China - 4.46,Norway - 3.41,Ireland - 1.90,14946,1065,48
Look Fantastic IT: Migrated 17/10/2017,http://www.lookfantastic.it,Retail & Shopping,Internet_and_Telecom/Domain_Names_and_Register,541684,Italy - 96.15,United Kingdom - 1.20,Greece - 0.46,Russian Federation - 0.43,Switzerland - 0.32,138785,3551,269
Schutzklick DE - migrated,http://www.schutzklick.de,Finance & Insurance,Computer_and_Electronics/Computer_Hardware,162009,Germany - 94.54,Austria - 1.71,Netherlands - 1.20,Portugal - 0.85,Italy - 0.78,574010,32089,789
Mass FI: migrated 17/10/2017,http://www.mass.fi,Retail & Shopping,Health,30217,Finland - 80.27,Sweden - 14.98,Germany - 4.29,Russian Federation - 0.45,,1940335,15528,42420
sanaexpert SCAN,http://sanaexpert.se,Retail & Shopping,,,,,,,,,,
sanaexpert CH,http://sanaexpert.ch,Retail & Shopping,,,,,,,,,,
K24 AU,http://www.kredito24.au,Finance & Insurance,,,,,,,,,,
Watchshop DE - migrated,http://www.watchshop.com,Retail & Shopping,Shopping/Jewelry,3539051,United Kingdom - 39.53,United States - 5.54,Poland - 3.55,Ireland - 3.24,Romania - 3.23,34526,2660,32
sanaexpert AT,http://sanaexpert.at,Retail & Shopping,,,,,,,,,,
Europcar FR - Migration on 24/10/2016,http://www.europcar.fr,Travel,Autos_and_Vehicles/Car_Rentals,1194620,France - 86.55,Congo Republic - 2.58,Canada - 1.02,United Kingdom - 0.99,Switzerland - 0.96,80735,3180,48
miaVILLA DE - migrated,http://www.miavilla.de,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,210324,Germany - 96.26,Switzerland - 1.04,Russian Federation - 0.72,Netherlands - 0.67,United States - 0.64,294876,16305,2330
Gymondo DE - migrated,http://gymondo.de,"Telco's & Services",Internet_and_Telecom/Email,1136514,Germany - 89.31,Austria - 4.05,Switzerland - 2.27,Netherlands - 2.02,Spain - 0.44,83858,3733,162
sanaexpert IT,http://sanaexpert.it,Retail & Shopping,,,,,,,,,,
Tassimo ES: Migrated 08/01/2018,http://www.tassimo.es,Retail & Shopping,Shopping,78319,Spain - 100.00,,,,,1936387,140823,133813
